DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
"100101260,07/19/2010,07/19/2010,2205,01,Central,0171,210,ROBBERY,0334 0337 0344 0416 1402,0,M,H,108,PARKING LOT,301,BELT FLAILING INSTRUMENT/CHAIN,AO,Adult Other,210,998,,,FIGUEROA,11TH                         ST,""(34.0437, -118.2652)"""
"100101262,07/21/2010,07/21/2010,1700,01,Central,0148,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329 1300,0,F,W,122,""VEHICLE, PASSENGER/TRUCK"",,,IC,Invest Cont,740,,,,5TH,TOWNE,""(34.0426, -118.2412)"""
"100101283,07/28/2010,07/27/2010,0005,01,Central,0156,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0552,12,F,B,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,812,998,,,500 S  SAN PEDRO                    ST,,""(34.0442, -118.2439)"""
"100101297,08/01/2010,08/01/2010,0115,01,Central,0101,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,9,M,O,101,STREET,,,IC,Invest Cont,745,,,,900    EVERETT                      ST,,""(34.0673, -118.2499)"""
"100101298,08/01/2010,08/01/2010,1100,01,Central,0162,624,BATTERY - SIMPLE ASSAULT,0400 0416 0429,60,M,W,101,STREET,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,624,,,,500 W  7TH                          ST,,""(34.0467, -118.2556)"""
"100101307,08/05/2010,08/05/2010,1410,01,Central,0185,623,BATTERY POLICE (SIMPLE),1212,0,M,H,102,SIDEWALK,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,623,,,,300 E  12TH                         ST,,""(34.0363, -118.2573)"""
"100101319,08/07/2010,08/06/2010,1730,01,Central,0176,310,BURGLARY,0344 1307 1609,29,F,O,402,MARKET,,,IC,Invest Cont,310,,,,300 E  8TH                          ST,,""(34.0413, -118.2517)"""
"100101329,08/11/2010,08/11/2010,1630,01,Central,0166,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0344 1402,60,M,B,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,AA,Adult Arrest,341,998,,,500 E  7TH                          ST,,""(34.0412, -118.2474)"""
"100101330,08/12/2010,08/11/2010,2140,01,Central,0166,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0103 0319 0373 0416 0417 1212 1218 1402 2002,0,M,O,102,SIDEWALK,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,231,,,,6TH,SAN PEDRO,""(34.0423, -118.2452)"""
"100101378,08/23/2010,08/23/2010,0020,01,Central,0119,888,TRESPASSING,,40,M,W,215,""TRAIN DEPOT/TERMINAL, OTHER THAN MTA"",,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,""(34.0563, -118.2374)"""
"100101419,09/04/2010,09/04/2010,1735,01,Central,0159,210,ROBBERY,0344 0400,0,M,H,202,LIQUOR STORE,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,210,,,,1800    INDUSTRIAL                   ST,,""(34.0359, -118.2344)"""
"100101435,09/09/2010,09/08/2010,1155,01,Central,0138,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",,40,M,W,102,SIDEWALK,,,AA,Adult Arrest,341,,,,200    BOYD                         ST,,""(34.0478, -118.2454)"""
"100101453,09/19/2010,09/18/2010,1325,01,Central,0143,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416,7,M,B,109,PARK/PLAYGROUND,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,627,,,,5TH,HILL,""(34.0488, -118.2518)"""
"100101469,09/25/2010,09/24/2010,2045,01,Central,0138,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",1300,0,M,O,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740,,,,BOYD,SAN PEDRO,""(34.0467, -118.2427)"""
"100101477,09/25/2010,09/25/2010,1430,01,Central,0158,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 1300 1310 2000,32,M,B,122,""VEHICLE, PASSENGER/TRUCK"",400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,236,624,,,900 E  7TH                          ST,,""(34.039, -118.2444)"""
"100101496,10/10/2010,10/10/2010,1130,01,Central,0111,946,OTHER MISCELLANEOUS CRIME,0400,9,M,O,101,STREET,,,IC,Invest Cont,946,,,,ALPINE,BROADWAY,""(34.0623, -118.2383)"""
"100101498,10/11/2010,10/11/2010,2030,01,Central,0135,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0311 0329,26,M,H,738,LIBRARY,,,AA,Adult Arrest,740,,,,200 S  LOS ANGELES                  ST,,""(34.0503, -118.2433)"""
"100101521,10/18/2010,10/18/2010,0600,01,Central,0159,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,0400 0416 0429 0553 1257,0,M,H,102,SIDEWALK,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,235,,,,7TH,MILL,""(34.0347, -118.2345)"""
"100101523,10/21/2010,10/19/2010,1000,01,Central,0129,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0517,22,M,W,108,PARKING LOT,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,821,,,,100 N  VIGNES                       ST,,""(34.0484, -118.2339)"""
"100101524,10/20/2010,10/20/2010,0200,01,Central,0142,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329,30,M,H,101,STREET,,,AA,Adult Arrest,740,,,,HILL                         ST,5TH                          ST,""(34.0488, -118.2518)"""
"100101528,10/20/2010,10/20/2010,1045,01,Central,0185,946,OTHER MISCELLANEOUS CRIME,1501,9,M,O,710,OTHER PREMISE,,,IC,Invest Cont,946,,,,1000    MAPLE                        AV,,""(34.0383, -118.254)"""
"100101529,10/20/2010,10/20/2010,1045,01,Central,0185,946,OTHER MISCELLANEOUS CRIME,1501,9,M,O,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,946,,,,300 E  OLYMPIC                      BL,,""(34.0389, -118.255)"""
"100101534,10/21/2010,05/27/2010,0830,01,Central,0155,946,OTHER MISCELLANEOUS CRIME,0914,0,M,X,726,POLICE FACILITY,,,AO,Adult Other,946,,,,200 E  6TH                          ST,,""(34.0446, -118.249)"""
"100101553,10/26/2010,10/26/2010,1630,01,Central,0155,946,OTHER MISCELLANEOUS CRIME,1501,0,M,W,101,STREET,,,IC,Invest Cont,946,,,,200 E  6TH                          ST,,""(34.0446, -118.249)"""
"100101571,11/03/2010,11/02/2010,2045,01,Central,0162,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0433 0907 1402,32,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,341,998,,,700 S  HOPE                         ST,,""(34.048, -118.2577)"""
"100101572,11/03/2010,11/02/2010,1200,01,Central,0134,820,ORAL COPULATION,0507,24,F,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,820,,,,300 W  3RD                          ST,,""(34.051, -118.248)"""
"100101593,11/09/2010,11/09/2010,2300,01,Central,0162,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0311 0329 1402,9,M,W,201,JEWELRY STORE,,,IC,Invest Cont,745,998,,,7TH,OLIVE                        ST,""(34.0467, -118.2556)"""
"100101600,11/11/2010,11/11/2010,0900,01,Central,0176,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0601 2004,0,M,W,203,OTHER BUSINESS,,,AA,Adult Arrest,442,,,,700    WALL                         ST,,""(34.0419, -118.2485)"""
"100101614,11/17/2010,11/17/2010,1450,01,Central,0158,210,ROBBERY,0416 1402,0,M,B,710,OTHER PREMISE,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,210,998,,,CENTRAL,6TH                          ST,""(34.039, -118.24)"""
"100101630,11/21/2010,11/21/2010,1704,01,Central,0153,210,ROBBERY,0325 0344 0400 0906 1300,0,M,O,201,JEWELRY STORE,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,210,,,,500 S  BROADWAY,,""(34.0481, -118.2507)"""
"100101646,11/27/2010,11/20/2010,0001,01,Central,0159,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0344 1602,33,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,1300    WHOLESALE                    ST,,""(34.0365, -118.2364)"""
"100101652,11/27/2010,11/27/2010,0110,01,Central,0154,520,VEHICLE - ATTEMPT STOLEN,2002,0,M,O,101,STREET,,,AA,Adult Arrest,520,,,,6TH                          ST,MAIN                         ST,""(34.0446, -118.249)"""
"100101685,12/11/2010,12/11/2010,1330,01,Central,0111,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0344,58,F,W,721,HIGH SCHOOL,,,IC,Invest Cont,341,,,,400 N  GRAND                        AV,,""(34.0594, -118.2452)"""
"100101694,12/12/2010,12/12/2010,0400,01,Central,0159,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0311 0329 1402,9,M,O,203,OTHER BUSINESS,,,AA,Adult Arrest,745,998,,,400    MATEO                        ST,,""(34.042, -118.2328)"""
"100101700,12/15/2010,12/15/2010,1820,01,Central,0134,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0344,21,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,300 S  BROADWAY,,""(34.051, -118.248)"""
"100101703,12/16/2010,12/16/2010,0935,01,Central,0156,647,THROWING OBJECT AT MOVING VEHICLE,0319 0432 1402,9,M,H,102,SIDEWALK,,,IC,Invest Cont,647,998,,,5TH                          ST,WALL                         ST,""(34.0446, -118.245)"""
"100101704,12/17/2010,12/16/2010,2030,01,Central,0156,624,BATTERY - SIMPLE ASSAULT,0416,49,M,B,214,""BUS DEPOT/TERMINAL, OTHER THAN MTA"",400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,624,,,,5TH,SAN JULIAN,""(34.0446, -118.245)"""
"100101713,12/23/2010,12/22/2010,0001,01,Central,0162,354,THEFT OF IDENTITY,,0,M,H,602,BANK,,,IC,Invest Cont,354,,,,800 S  HILL                         ST,,""(34.0445, -118.2558)"""
"100101718,12/24/2010,12/24/2010,1320,01,Central,0162,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0344 0601,22,M,H,404,DEPARTMENT STORE,,,AA,Adult Arrest,341,,,,700 W  7TH                          ST,,""(34.048, -118.2577)"""
"100101720,12/25/2010,12/25/2010,0001,01,Central,0135,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329 1402,37,F,B,725,""GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)"",,,AA,Adult Arrest,740,998,,,200 S  MAIN                         ST,,""(34.051, -118.2445)"""
"100101731,11/05/2010,11/05/2010,2215,01,Central,0182,946,OTHER MISCELLANEOUS CRIME,1212,52,M,H,101,STREET,,,IC,Invest Cont,946,,,,900 S  HILL                         ST,,""(34.043, -118.2571)"""
"100104069,01/02/2010,01/01/2010,1930,01,Central,0182,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,PICO                         BL,HOPE                         ST,""(34.0395, -118.2656)"""
"100104083,01/02/2010,01/01/2010,1600,01,Central,0101,310,BURGLARY,0344 1607,30,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900    EVERETT                      ST,,""(34.0673, -118.2499)"""
"100104088,01/02/2010,01/02/2010,1710,01,Central,0147,860,BATTERY WITH SEXUAL CONTACT,0503 0522,47,F,B,101,STREET,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,860,,,,5TH,SAN PEDRO,""(34.0442, -118.2439)"""
"100104108,01/03/2010,01/01/2010,2000,01,Central,0111,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600 N  GRAND                        AV,,""(34.0606, -118.2439)"""
"100104144,01/03/2010,01/02/2010,1745,01,Central,0153,330,BURGLARY FROM VEHICLE,0344 1601,43,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,500 S  SPRING                       ST,,""(34.0474, -118.2496)"""
"100104146,01/03/2010,01/03/2010,0715,01,Central,0153,624,BATTERY - SIMPLE ASSAULT,0416,30,M,H,102,SIDEWALK,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,624,,,,6TH                          ST,BROADWAY,""(34.0467, -118.252)"""
"100104151,01/04/2010,01/02/2010,1100,01,Central,0152,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0344,56,F,A,503,HOTEL,,,IC,Invest Cont,341,,,,500 S  GRAND                        AV,,""(34.0502, -118.254)"""
"100104195,01/05/2010,01/04/2010,2000,01,Central,0164,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,600 S  SPRING                       ST,,""(34.046, -118.2509)"""
"100104220,01/05/2010,01/05/2010,0930,01,Central,0192,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,15TH                         ST,OLIVE                        ST,""(34.0359, -118.2648)"""
"100104253,01/05/2010,01/05/2010,2300,01,Central,0192,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0344 0346,28,F,H,102,SIDEWALK,,,IC,Invest Cont,341,,,,HOPE                         ST,VENICE,""(34.0363, -118.2677)"""
"100104279,01/06/2010,01/06/2010,1040,01,Central,0166,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0344,61,M,H,102,SIDEWALK,,,IC,Invest Cont,341,,,,600    SAN JULIAN                   ST,,""(34.0428, -118.2461)"""
"100104283,01/06/2010,01/01/2010,1900,01,Central,0164,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0344,33,F,W,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,341,,,,600 S  SPRING                       ST,,""(34.046, -118.2509)"""
"100104306,01/07/2010,01/06/2010,1915,01,Central,0182,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,FIGUEROA,9TH,""(34.045, -118.264)"""
"100104314,01/07/2010,01/05/2010,0130,01,Central,0162,354,THEFT OF IDENTITY,0377,38,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,800 S  FIGUEROA                     ST,,""(34.0479, -118.2612)"""
"100104325,01/07/2010,01/03/2010,1730,01,Central,0156,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0344,63,M,H,102,SIDEWALK,,,IC,Invest Cont,341,,,,6TH,SAN PEDRO,""(34.0423, -118.2452)"""
"100104326,01/07/2010,01/05/2010,1400,01,Central,0156,956,""LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"",,34,F,H,710,OTHER PREMISE,,,AO,Adult Other,956,,,,500 S  SAN PEDRO                    ST,,""(34.0442, -118.2439)"""
"100104364,01/07/2010,01/07/2010,1030,01,Central,0157,624,BATTERY - SIMPLE ASSAULT,0400 0416 0432,48,M,B,101,STREET,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,624,,,,500 S  SAN PEDRO                    ST,,""(34.0442, -118.2439)"""
"100104401,01/07/2010,01/07/2010,0650,01,Central,0121,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329 1300,26,M,O,110,FREEWAY,,,AO,Adult Other,740,,,,S  HARBOR                       FY,S  HOLLYWOOD                    FY,""(34.0626, -118.2489)"""
"100104420,01/08/2010,01/08/2010,1600,01,Central,0185,946,OTHER MISCELLANEOUS CRIME,,0,M,W,102,SIDEWALK,,,AA,Adult Arrest,946,,,,1100    MAPLE                        AV,,""(34.0371, -118.2551)"""
"100104453,01/09/2010,01/06/2010,1500,01,Central,0111,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329,45,M,W,122,""VEHICLE, PASSENGER/TRUCK"",,,IC,Invest Cont,740,,,,500 N  FIGUEROA                     ST,,""(34.0617, -118.2469)"""
"100104484,01/09/2010,01/08/2010,2045,01,Central,0131,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0344,48,M,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,341,,,,100 S  FIGUEROA                     ST,,""(34.0578, -118.252)"""
"100104488,01/09/2010,01/09/2010,1945,01,Central,0148,624,BATTERY - SIMPLE ASSAULT,0416,55,F,B,102,SIDEWALK,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,624,,,,400    TOWNE                        AV,,""(34.0444, -118.2407)"""
"100104506,01/10/2010,01/10/2010,0250,01,Central,0138,946,OTHER MISCELLANEOUS CRIME,,0,M,H,102,SIDEWALK,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,946,,,,BOYD,WALL,""(34.0467, -118.2427)"""
"100104507,01/10/2010,01/10/2010,0250,01,Central,0138,946,OTHER MISCELLANEOUS CRIME,,0,M,W,102,SIDEWALK,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,946,,,,BOYD,WALL,""(34.0467, -118.2427)"""
"100104515,01/10/2010,01/10/2010,1045,13,Newton,1303,946,OTHER MISCELLANEOUS CRIME,1501,0,M,H,102,SIDEWALK,,,IC,Invest Cont,946,,,,1200 E  OLYMPIC                      BL,,""(34.0336, -118.2459)"""
"100104524,01/10/2010,01/10/2010,1800,01,Central,0182,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,OLIVE,12TH,""(34.0395, -118.2622)"""
"100104536,01/11/2010,01/11/2010,0120,01,Central,0135,624,BATTERY - SIMPLE ASSAULT,,42,M,H,210,RESTAURANT/FAST FOOD,511,VERBAL THREAT,IC,Invest Cont,624,,,,100 W  3RD                          ST,,""(34.0496, -118.2458)"""
"100104540,01/11/2010,01/09/2010,0700,01,Central,0139,330,BURGLARY FROM VEHICLE,0344,27,M,A,108,PARKING LOT,,,IC,Invest Cont,330,,,,600 E  2ND                          ST,,""(34.0472, -118.2371)"""
"100104577,01/11/2010,01/11/2010,1515,01,Central,0152,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0344,22,F,O,218,BEAUTY/BARBER SHOP,,,IC,Invest Cont,341,,,,600 S  OLIVE                        ST,,""(34.0481, -118.2542)"""
"100104583,01/11/2010,01/11/2010,0700,01,Central,0182,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,OLYMPIC,OLIVE,""(34.0423, -118.2595)"""
"100104600,01/12/2010,01/11/2010,1200,01,Central,0121,330,BURGLARY FROM VEHICLE,0344,51,F,O,101,STREET,,,IC,Invest Cont,330,,,,200 N  FIGUEROA                     ST,,""(34.0584, -118.2513)"""
"100104601,01/12/2010,01/10/2010,1900,01,Central,0111,330,BURGLARY FROM VEHICLE,0344,26,M,A,710,OTHER PREMISE,,,IC,Invest Cont,330,,,,800    ALPINE                       ST,,""(34.0637, -118.244)"""
"100104621,01/12/2010,01/11/2010,1000,01,Central,0163,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,34,F,H,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,440,,,,7TH                          ST,BROADWAY                     BL,""(34.0452, -118.2534)"""
"100104635,01/12/2010,01/12/2010,1415,01,Central,0147,946,OTHER MISCELLANEOUS CRIME,0400 1402,0,M,H,102,SIDEWALK,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,946,998,,,6TH                          ST,CROCKER,""(34.0412, -118.2436)"""
